,BTLA,VSIR,CD200,CD200R1,CD27,CD274,CD276,CD28,CD40,CD80,CD86,CEACAM1,CTLA4,HAVCR2,IDO1,IL2RB,LAG3,PDCD1,PDCD1LG2,PVR,NECTIN2,TIGIT,TNFRSF14,TNFRSF18,TNFRSF4,TNFRSF9,TNFSF4,TNFSF9
SRR3184279,1.996188667267511,25.273801398684874,17.49332288780648,2.6058616518529427,12.91471123760494,2.895640852378245,297.30838929575197,3.201605946280392,14.590680274549577,0.7414302606344377,7.5436607472527095,5.267640317908956,0.5571027114198791,8.950849975038185,5.004224946816116,7.752321166126274,2.078588317998053,1.1508306955481769,3.4927288653789,25.924551121732,34.61438712872756,5.4460331608492965,177.3466825092686,4.835892080000079,7.336682729225026,1.3541960122626366,5.50597391667486,6.42574236077648
SRR3184280,0.4517108367066555,8.416350667420339,1.6202823385748688,1.065945289298644,3.8080065264020098,4.067614801987802,18.490744107324012,0.644686960067589,6.999619464429215,0.5002331387147689,6.816497492911294,39.88959628647933,0.0,6.704217985226546,3.704036599652315,4.98734319154125,2.1516964602136843,1.5185210233383772,3.54763775901139,11.17318855764138,24.13843307941396,2.120556101049847,129.33878411351893,0.755564961720894,1.3926261210437398,0.8785084136412734,0.8701757352867631,1.82164154185084
SRR3184281,0.248057237093142,8.607675051476148,21.698531078511575,0.474278381168593,2.525186123811292,1.9906435278859755,54.022636359279566,1.761077429887476,3.867727533321187,0.293175801816242,3.854774514448803,5.764446020690255,0.195874560614366,3.920362982302512,15.610601815984666,2.5464139694745107,1.2578712044006826,1.1715550848522633,2.08253854803487,7.498196966357374,33.74138442207028,2.8604973632449653,70.73877566202563,0.40227578508981476,1.8120417300529317,0.7104366767441601,0.5930967680977216,0.716356450771933
SRR3184282,0.0519800331015862,2.8690907366234413,4.030905133010512,0.0540519781714657,0.32929972657165496,1.123026248766417,479.4595302848058,1.0912951149057801,1.6373725822840526,0.3279040647723247,1.036686905640208,360.7179515113687,0.191805570487414,1.7065662377719095,0.05912832334656651,0.44192636827601495,0.0639114261503172,0.045912920220366846,0.445485578135909,49.63415668696338,42.37480185621851,0.3325188612614139,163.51333775042042,0.0384680739641783,1.1284638531113298,0.0394274775492524,1.082425865362465,4.08512342615349
SRR3184283,0.0770877355804547,10.227242018206189,9.233000354215434,0.31971002612831856,0.787785234044218,0.5543057907583068,194.43265977011535,1.8669647638053617,2.5851027772870374,0.1062625593817918,4.064992989870683,52.83043510154312,0.0,6.352486859923224,0.7660946143552271,0.6981359330836839,0.1465011237666101,0.23783044392864,1.12600287024514,14.319846050711137,30.484374355633655,0.21192942625757266,81.80360079824356,1.26836769192595,3.183483141734055,0.11157589880133792,1.427524020214852,1.20157847467113
SRR3184284,0.8570268888759293,2.851484272250589,3.8253238614083602,0.412517467749702,1.151675971894429,0.8826521796946349,77.44077589778885,0.1306290800079758,3.0161912662144448,0.2144083031769498,2.8807789240667914,3.576794612864236,0.0,3.944225102730889,0.9228010122050097,0.931639503802804,1.578382907926784,0.3725668110283761,0.498653439992959,13.85773177004443,30.829456814234973,1.156048933942518,336.53135357349663,0.9938382449519461,5.535808691157339,0.5604668375168234,0.954604807521656,9.282580152000213
SRR3184285,0.550944825657073,11.009298055874737,15.874769726403205,0.408723167310236,2.66593342504457,2.667608981430119,52.34289667289436,2.4727647952622074,11.689244425490022,0.502468207813874,5.153957593421449,11.996518034847842,0.0,9.995757496986045,5.571217996893762,2.058774429329482,1.9373465200306539,0.604035560532702,1.23511528954226,16.727147239839965,35.111206833850574,2.392336972117034,138.0375492581539,1.427287332687585,3.187521096773218,1.417432630633952,0.404407802212592,6.581407053155731
SRR3184286,2.310047633183581,37.7720899799341,9.54305202917762,1.396457649369677,7.6670759039705505,2.2510532372308294,72.98940211794734,1.8310110569591298,13.78249563994095,0.29240142823815624,5.126183195687495,154.1049400084617,0.0,5.086580156673616,3.348621058904305,5.415694759739436,4.087900024197079,1.7971406869313682,2.07210371778126,13.322963231104222,35.85108117421071,4.317093791265127,66.97565207265038,4.6080093577053525,6.354463291670371,1.5368302457540748,2.100601331476636,3.5469426828039103
SRR3184287,0.1384595591581731,29.430181400656977,22.73027765271924,0.3525652642596702,1.053172263130707,0.296114351308852,165.8956411965123,0.8110069008228202,4.006909701434798,0.1723521650581141,4.129857489295352,31.769797952870594,5.76559095151012,5.1092292761025755,0.17663154873293108,1.2706153907401647,1.234562509187526,0.0492430340824506,0.7697348121982079,32.18072519606834,39.22008738641695,0.18722166383702823,32.25213989246259,0.40405229783608154,74.80023974448041,0.1732998335447546,0.888067084529309,10.9560419511537
SRR3184288,0.20255339276516415,23.363940750414454,18.351893413094697,0.501723862143186,1.291902982773962,0.417323880889224,168.23451664338043,2.9056508894148867,4.191374458642,0.1576896823089703,4.277167303052856,25.477762772526933,2.307971842258877,4.301332558132222,0.251020983874057,0.991017510676539,0.7719287850570368,0.1390206463982484,0.863143485428535,1.880605996328791,46.571084255665134,0.146302314469518,99.59387102418992,37.89314146665699,134.2211106227959,0.22256311126163342,2.6978056941062167,5.3195140315413
