,BTLA,VSIR,CD200,CD200R1,CD27,CD274,CD276,CD28,CD40,CD80,CD86,CEACAM1,CTLA4,HAVCR2,IDO1,IL2RB,LAG3,PDCD1,PDCD1LG2,PVR,NECTIN2,TIGIT,TNFRSF14,TNFRSF18,TNFRSF4,TNFRSF9,TNFSF4,TNFSF9
SRR2660032,13.48072392604922,10.62094437856388,69.66800165948348,4.22348367945289,16.939533004797838,47.19038633538709,45.533581540434135,4.186432468878309,62.670144136425336,10.26599351606718,13.82215430737843,111.21086977738679,18.12755905859517,42.91948964352585,119.67905805510881,61.36625001925572,25.5736482613724,16.138043534496518,8.07446588755631,12.605766679793105,19.003187521604808,14.20000934132045,144.73243653345736,1.139348317705567,1.195856014678426,6.775250251061588,0.3194505426738422,0.497470160705581
SRR2661579,8.03515805143092,28.60275041760521,55.86325305415335,15.855380992609595,43.709516788508935,26.608847946710075,52.66966886487318,14.637840777575647,45.54529034094,12.799411216198395,24.032094847110855,62.929499653593915,22.31160159078032,74.53235338303729,38.26839641252755,130.3745227180482,39.097784839767606,30.561262499364148,6.8791067658207306,8.727167922357237,15.890402305349628,36.50214660010235,176.98239037013985,5.352024486282991,3.1221842051872697,14.1716449472668,2.235182021700755,1.17720827651295
SRR2665516,1.2066332231950643,14.805401705156449,111.74872968363823,2.5099936692099942,6.052891372967109,11.334080882621588,89.4496645828159,5.611063296032343,79.3090636014574,10.45293949882816,9.463179138090155,22.643748848737797,180.62189566571402,13.935707668183408,6.036840622644315,18.517710288332854,2.049913373698549,2.289439038605474,1.93618320879167,23.534337195401072,43.138169812007625,3.3781288283154924,55.781602664679184,3.299335782457847,24.525218037787532,1.5215520499126178,0.507869591097043,0.159382641062077
SRR2669446,0.944180001112688,2.896449663441246,5.514943888929521,2.350096931297235,5.35439127081678,9.967513808670638,52.31397325138948,8.538192042789271,22.326751233216815,3.566063693955911,13.120236811615541,47.81279527598042,5.18839253359284,15.419996744160667,5.585086684568199,8.229349250791199,2.745437753670581,1.072089630090798,2.9941642877110297,1.9761456270421829,14.92165650323243,2.9805657784994004,97.59987092179529,0.4390064470533903,0.5464236844738546,1.765218845282548,0.70183380169751,0.532951250349916
SRR2672095,0.5780457952029873,18.037795517185792,11.8479759797732,4.314608661116587,1.481426071392633,5.6443834079690625,84.47374921593831,3.30039818987627,26.771212683465492,0.8971162582243948,6.773683979509309,9.402452947878794,1.228047276189858,16.772864285072263,0.453928081506295,6.41276748698065,1.1804910383035898,7.0626377057584335,2.92288257658125,8.339711180448294,25.525340054626966,1.239823274576299,64.75239435228843,12.78014552897837,1.2631133097144729,0.6530886590478746,0.814971317563931,1.1723717248882
SRR2674135,3.6385457225513873,14.97354362533807,79.60316566575244,4.4519429504091015,19.57609812769788,29.853898715028997,169.45573346153557,10.793956879742915,33.64387466012204,9.976803410042281,25.520319010142845,161.80498098251581,25.86434798444811,74.7122724973816,35.542143816171695,77.56784114325616,27.48534831662333,13.97840836828003,7.536115786126452,13.559907908260604,33.61567170116448,23.73512593109491,86.28099735186899,5.31810048079731,6.102539114083817,8.090029355550195,4.54133276859314,1.74504042507779
SRR2675767,0.7668987851105261,5.094786208344541,26.373138482358208,1.433344703122587,3.66732373685682,10.956307015496048,86.42046102138227,2.5495470843894843,13.79148520587967,3.9490643798756553,8.056744926256613,585.9035317595061,2.8772328767323305,17.109232290757586,0.99714218946534,11.980809294118934,3.06479936077099,2.5648648723209195,1.94717712665454,15.265600557627257,15.43966069872218,3.3021454927887595,116.5969675453492,0.8358637542377101,1.358315683772449,2.5248171609208203,0.3641978979655946,1.35085194418445
SRR2681702,0.508653381512863,7.5086816249156305,61.85687471891011,2.170777453461609,2.9131632899299578,10.140556844950918,110.51800201529396,3.0665061106070284,27.44415670306133,6.6801213727798405,10.585141550235782,136.31810018806308,2.443506354509736,18.40244824083376,0.6350512112230691,11.581756102189486,1.1592843658035283,0.665249959704808,2.15671213199288,21.45353738407392,35.29913334474147,2.5182422867312404,93.27852797354676,1.0303651421731361,2.036706029778922,1.929599661275492,2.524172073030785,0.641259876008047
SRR2689710,1.5987003384267298,7.849886447364129,37.54343709064237,4.9068144112458825,16.341247013372566,30.945322994132013,52.49738199224623,3.3997557384103576,66.24545187476116,8.513884344744152,12.325060325206753,91.86913129677765,9.852922888508541,42.788342364139815,276.4503365365721,47.452096515931245,28.94557843614758,15.86365083835598,4.38235186104065,12.267431979486558,19.67273546027107,12.430100348435344,212.90421994022427,1.97283839444016,0.816277793309798,15.484541271588206,2.1490684707752115,5.797343883142951
SRR2689711,0.176570902117934,3.454517948357152,66.10764828874893,0.7192342887629356,0.884961107429838,5.841093212981406,133.25656687558512,2.3340267968299315,14.967442179948186,1.3820313146077048,5.653597504311741,14.664138578078864,0.0794780437683599,12.634642857160294,0.520788914875839,2.670561893914648,0.34824073600204103,0.3824772928866054,0.9813803977060692,13.86788883141269,19.90488188450751,0.260416054036137,128.60462563391062,0.352466798533785,2.3573458113199286,0.363283753446463,0.592292979865247,1.38852357709391
