,BTLA,VSIR,CD200,CD200R1,CD27,CD274,CD276,CD28,CD40,CD80,CD86,CEACAM1,CTLA4,HAVCR2,IDO1,IL2RB,LAG3,PDCD1,PDCD1LG2,PVR,NECTIN2,TIGIT,TNFRSF14,TNFRSF18,TNFRSF4,TNFRSF9,TNFSF4,TNFSF9
SRR5088813,4.163978194699942,22.737813673905187,11.28764253768014,3.56473863225305,14.331613511193687,16.706261656165548,154.35250616560984,7.645149607142029,17.447209580685563,3.5060376097318997,29.531168622604866,98.66003162696697,0.0,25.457868853212553,14.448662632261648,10.48064851457685,7.890637386748092,1.845311794181736,10.3882360758306,15.24592262877494,35.621239834758974,13.520299083507068,148.30739678422037,3.929097061098922,2.238793940378137,4.383844396087774,3.6690603083738793,1.38648386048024
SRR5088815,1.441770062291111,48.14873990441759,31.571719708883816,1.099705119156164,9.965515917540813,13.324497727435173,121.85530430482535,3.824440770955809,22.999415555541027,4.48808447769827,30.424965611603458,23.027386515290296,0.0,36.648713038893604,30.371039851262562,11.657394578309429,7.462718974482567,2.13345938297176,13.9045391904946,27.30318896825597,51.41125880876277,8.917568201574642,87.18639708446685,2.1160824321656517,2.884696412951171,3.9024641064396426,3.7989423102452697,4.5329919751005585
SRR5088819,0.0,2.576395627560129,1.132145667023304,0.4151816931175128,0.120965892609305,0.32981089085555426,34.68775523945832,0.9416745300900841,1.339662014494629,0.0,3.2081426034677074,4.803847361155929,0.0,1.5682016807467054,0.1990700802021215,0.2659695199218082,0.0,0.0543631033574564,0.34976691587213105,12.112205769598312,3.4874962598035877,0.0,54.19580382595157,0.0,0.0,0.348992582676486,0.5362954345087627,3.02726854236023
SRR5088821,0.989895514493955,21.966644252116314,18.552924681404193,2.659404427398909,10.066990349318289,13.325796147251229,107.27621975249225,4.74410632836617,27.779057932200068,4.558176503266977,31.254303574247142,77.41470742131183,0.0,41.384541434697866,23.462113171498927,10.022039990723771,11.052161346251038,4.060655188182205,10.4660646536889,11.573628143704498,33.16615212334762,6.661676525760841,91.34185350857935,1.319489114123524,4.441520713917091,2.49090881775043,8.964102753271948,6.6612626648187
SRR5088822,0.9389576672490231,10.406181387413579,4.087670997721938,3.002955263678867,6.3994952010554,3.9938604625992884,51.575438665899064,1.193173725071707,7.664040306386623,0.9608792663934909,14.375214567996416,22.47671767491829,0.0,12.268446562569352,5.482091613002013,3.84358169485144,3.683994983384117,2.146588277850988,4.2626643257229,19.36474179887269,19.846438457335157,4.27379250613739,151.1244756162791,0.683485017582406,0.383052681712321,1.788631287268883,2.2772648868359,4.785509490587581
SRR5088824,3.4659713517188155,32.56445492803835,23.311994731463415,5.38950129384864,30.546835881226606,9.247826114267408,55.19689931680036,7.846307115502268,23.61873543832268,1.9190908307079217,22.77486429914156,24.987444072656558,0.0,20.0782570722204,294.7199377689743,15.594680673229655,7.509565714088495,3.840198767358939,10.028747694316902,6.943058861072551,27.84585349664061,14.823728797701401,158.3909462677879,2.190139110840076,3.166870577508458,3.650208730341258,5.81265598792623,2.60282380798356
SRR5088826,0.378951397982546,5.27348152335703,59.935068947165036,1.395676003351518,1.0056382241254411,2.756328056782058,52.79914423797316,4.353166455427677,65.07174429600927,1.291370224403247,7.325315428786308,16.025922883878373,0.0,6.106569869586318,1.2695095089801463,1.627342560655707,1.656120501903735,0.594512962922674,1.1174277775068102,13.883265500374579,29.9320621218038,1.00642297686494,209.70762620359858,0.2204134914146372,1.5454017269369114,0.5542270973720269,1.53462223634035,2.76288869556365
SRR5088829,0.0,4.371461797919118,1.7986467094095469,0.13787148732157128,0.342815642269489,0.503273884054827,68.83733758416166,1.07206526406574,1.1331450326038048,0.27890720923787704,5.8591960592202765,15.378363718716017,0.0,5.811113738766809,0.971665085521262,0.0861005660090547,0.37951942790170906,0.058076283213756,1.09357492549138,19.9481377349225,15.73381458005846,0.2074788240885921,92.86849756299665,0.0,0.165072131222044,0.0978261474681834,1.07116117399109,2.87836918387732
SRR5088831,0.29265673315066787,25.47914817546497,9.442280467431937,1.839581114715186,2.365996184780219,1.24539098287439,180.46510333456962,4.07558970981386,18.628251657079225,0.532584925775261,8.655851686565383,23.69824972880729,0.0,5.701026247609591,4.5719171060353805,4.300611873692725,0.9562586287120995,0.3158921504297815,2.4152785935059304,28.346884661280946,52.12422084548056,2.6588648764849743,53.49660110980118,3.52053398921882,2.1126144619208356,0.7242884528577971,2.348046572411535,9.674454838914027
SRR5088834,39.960548889940725,82.89555858176195,24.172080818452915,6.07079099553612,130.4047600386104,11.527049514622266,14.075034246276685,36.24648683594579,91.48866638808214,6.0063312288997945,40.22774898313318,4.998773899071345,0.0,20.352872380388675,48.2553172567972,35.552865616918965,8.22466469116318,11.883925205346562,9.45628530597808,3.702716390457956,24.113098020389266,41.12520572246117,111.41551504182424,8.29549416550895,13.653839497746409,16.48613732338017,3.191552098104947,1.5090013112742902
SRR5088836,1.6782790843560331,49.098422634562986,36.45747216083074,3.2143369489302924,4.89510594862811,7.133684741439035,155.24154032783804,2.794670469602329,21.59418540628054,3.5001789300322326,21.17423086434794,19.32023722769599,0.5389875911375821,19.9598536917562,10.943762287730507,6.355185580472207,1.3881733968961623,0.645916978284374,7.9072009616488,21.254309772392613,32.84453404793817,4.887405046758228,63.027126360024425,1.9333789780394048,3.696935521050492,2.997651588550428,27.966593557176104,1.91601605447794
SRR5088839,0.7826298626693847,16.46055471533897,21.616631491788684,2.318851483024521,4.45835816892131,2.537073047553022,90.65707706777064,5.728858580863921,29.88649527292487,1.660110336150405,12.79380436637839,16.977995174931177,0.0,8.817621201511121,3.713725534680358,3.914827033138599,1.116441996340451,0.491088796580176,3.05708440795844,34.70433468782166,29.565576778360747,1.569911960401686,29.988030591305648,0.239393088642434,3.486380671275496,0.9610439478358039,3.967017996285662,4.6829054296247
SRR5088840,0.21324003024936106,11.914284913195502,3.991403043846299,0.419611085563745,4.75683260505147,0.625131739758337,15.717308355201467,0.66188585824834,6.438275053064029,0.1650500342796915,1.629733943161661,6.759585058878927,0.41801317920373904,2.098295717122232,2.077237701466934,3.030644956119089,0.795429380076644,0.4391560816816978,0.431799904796534,6.713679201847651,29.03585589851273,0.8604933618973672,30.44817693787236,0.323016485845142,0.764604686231924,0.2973248378030189,0.39096646766131493,0.483333926319623
SRR5088843,1.62495651407947,16.04661683076825,10.79162801061112,1.1862474978971869,6.58295729580337,0.9281387674851482,99.8791882936154,5.13895383463495,10.989501014129106,0.7869662750767537,7.064386288924839,12.793140977088235,0.718327011526087,11.134805711380436,3.482311836654322,6.406961349124314,0.715570410103276,0.618761239499416,1.8290654347246,10.099216680853964,15.134575105337419,2.6448431309508305,142.2554801160433,0.48319611258609196,1.6497036927375794,0.500655932583372,2.36880566723062,0.651507424486429
SRR5088846,11.702487148349011,47.664120411178146,23.374252185853166,5.60994689429401,48.3420954827025,20.69368148222621,102.02048142036011,16.88630781838575,32.92765165453753,3.291569274657069,24.977551003617137,9.049618816461937,0.0,23.286686324854152,53.78649718094067,18.165987046474605,5.438745867307037,3.5619357580321718,6.340263631557598,7.550123983120421,24.298399106792264,17.492538219634117,82.43353085518052,3.633685671679804,5.365651315022758,10.474069624861732,6.955786740453631,1.81956701454454
SRR5088849,0.44856436614232703,10.646046009981694,26.015137995941508,0.3808475794745858,3.9962793461566704,2.08255639914023,18.816389736191788,0.540621153795715,32.967268005596,0.663406426104909,7.21249908458232,62.91448044945411,0.0,9.525540817624565,6.73621555965852,3.369260006632749,1.969137361267793,1.179994703322078,2.95047359590592,18.314385864235184,19.601328180773553,1.69292164688059,313.7125494319033,0.25969078770775206,1.0229389028551852,0.910164518297747,1.9325604567872237,2.9703661107735098
SRR5088850,0.0174095653226416,4.767116152237656,27.278850972610773,0.6217946399172369,1.09806317550478,0.8545598299221657,39.72215595882463,0.5756415179629539,3.284310307984286,0.0907682410958694,2.100299374302248,1.588770223860547,0.0,1.7068783818903102,0.226540430006192,0.242138140936122,0.20506281940930318,0.0309143755436422,0.469992448573355,13.331979066356196,23.650369064126338,0.009468882246870073,275.8705965192528,0.0486937455432235,0.1257888696457063,0.0341928468849064,0.289047563231032,2.52435778687111
SRR5088853,0.105352508796502,4.83312691733316,16.54832872943933,0.713776928759766,1.443083922319977,4.161355872751307,32.52727076021073,0.835890889111369,4.09633805297552,0.4981002439391764,6.104068849045998,35.028723912889845,0.0,5.404940696335382,1.502449335017956,1.463129291016756,1.5977800157362765,0.54562969561118,1.59566195273586,15.36402008356045,30.45925753625602,0.9823244226076853,90.84561602738174,0.21764998163598295,0.3417700132289896,0.396531840917399,0.2474276372294158,2.88818100328214
